OWNER,GF3_CODE,MEDS:index,MEDS:GF3_CODE,MEDS:OWNER,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:P01 urn,BIO:P01 name,BIO:P06 name,BIO:OWNER,BIO:CF_CODE,BIO:P06 urn,BIO:GF3_CODE,BIO:units,CF_CODE,NERC:P07 id,NERC:P01 id,NERC:P01 urn
BIO,MAGN,636.0,MAGN,BIO,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,MAGDCORR,Diurnal variation correction of magnetic field of the Earth,degrees,BIO,,UAAA,MAGN,degrees,,,http://vocab.nerc.ac.uk/collection/P01/current/MAGDCORR/,MAGDCORR
BIO,MDVP,643.0,MDVP,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
BIO,MNSV,,,,,,,,,,,,,,,,BIO,,,MNSV,microns,,,,
BIO,MNSZ,,,,,,,,,,,,,,,,BIO,,,MNSZ,microns,,,,
BIO,MODF,,,,,,,,,,,,,,,,BIO,,,MODF,,,,,
BIO,NETR,669.0,NETR,BIO,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,watts per square metre,BIO,solar_irradiance,UWCM,NETR,watts/ m^3,solar_irradiance,http://vocab.nerc.ac.uk/collection/P07/current/WC485N1Y/,,
BIO,NONE,677.0,NONE,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,BIO,,,NONE,,,,,
BIO,NORG,679.0,NORG,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],millimoles per cubic metre,BIO,mass_concentration_of_organic_nitrogen_in_sea_water,MMCM,NORG,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/DONXXXX1/,DONXXXX1
BIO,NSCM,692.0,NSCM,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,metres per second,BIO,northward_sea_water_velocity,UVAA,NSCM,m/s,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,
BIO,NSCT,695.0,NSCT,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,LCNZZ01,Northward current velocity in the water body,metres per second,BIO,northward_sea_water_velocity,UVAA,NSCT,m/s,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,
BIO,NTOT,702.0,NTOT,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],millimoles per cubic metre,BIO,,MMCM,NTOT,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,MDMAP013
BIO,NTRA,705.0,NTRA,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrate_in_sea_water,MMCM,NTRA,mmol/m^3,mole_concentration_of_nitrate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0806/,http://vocab.nerc.ac.uk/collection/P01/current/NTRAXXDZ/,NTRAXXDZ
BIO,NTRI,709.0,NTRI,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,NTRIXXDZ,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrite_in_sea_water,MMCM,NTRI,mmol/m^3,mole_concentration_of_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DDAEDBBI/,http://vocab.nerc.ac.uk/collection/P01/current/NTRIXXDZ/,NTRIXXDZ
BIO,NTRZ,713.0,NTRZ,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,NTRZXXDZ,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrate_and_nitrite_in_sea_water,MMCM,NTRZ,mmol/m^3,mole_concentration_of_nitrate_and_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DABDADJB/,http://vocab.nerc.ac.uk/collection/P01/current/NTRZXXDZ/,NTRZXXDZ
BIO,NUM,,,,,,,,,,,,,,,,BIO,,,NUM,,,,,
BIO,OCUR,744.0,OCUR,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,microampere,microampère,,,,,OXYCRW01,Instrument output (current) by oxygen sensor,,BIO,,,OCUR,ma,,,http://vocab.nerc.ac.uk/collection/P01/current/OXYCRW01/,OXYCRW01
BIO,OPPR,758.0,OPPR,BIO,A,Biological Oceanography,Océanographie biologique,dimensionless,sans dimension,,,,,,,,BIO,partial_pressure_of_oxygen_in_sea_water,,OPPR,,,,,
BIO,OPPR,758.0,OPPR,BIO,A,Biological Oceanography,Océanographie biologique,dimensionless,sans dimension,,,,,PO2XXXXX,Partial pressure of oxygen {O2 CAS 7782-44-7} in the water body,,BIO,,,OPPR,,,,http://vocab.nerc.ac.uk/collection/P01/current/PO2XXXXX/,PO2XXXXX
BIO,OSAT,760.0,OSAT,BIO,A,Chemistry,Chimie,percent,pourcentage,,,,,OXYSZZ01,Saturation of oxygen {O2 CAS 7782-44-7} in the water body [dissolved plus reactive particulate phase],percent,BIO,fractional_saturation_of_oxygen_in_sea_water,UPCT,OSAT,%,fractional_saturation_of_oxygen_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0623/,http://vocab.nerc.ac.uk/collection/P01/current/OXYSZZ01/,OXYSZZ01
BIO,OTMP,764.0,OTMP,BIO,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,OXYTPR01,Temperature of oxygen sensor membrane,degrees Celsius,BIO,,UPAA,OTMP,degrees Celsius,,,http://vocab.nerc.ac.uk/collection/P01/current/OXYTPR01/,OXYTPR01
BIO,OXYG,769.0,OXYG,BIO,A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,,DOXMZZXX,Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],micromole per kilogram,BIO,,KGUM,OXYG,umol/kg,,,http://vocab.nerc.ac.uk/collection/P01/current/DOXMZZXX/,DOXMZZXX
BIO,OXYV,,,,,,,,,,,,,OXYOCPVL,Voltage of instrument output by oxygen sensor,volts,BIO,,UVLT,OXYV,volts,,,http://vocab.nerc.ac.uk/collection/P01/current/OXYOCPVL/,OXYOCPVL
BIO,PCGD,,,,,,,,,,,,,PCGD01,Acceptable proportion of signal returns by acoustic doppler current profiler (ADCP),percent,BIO,,UPCT,PCGD,%,,,,
BIO,PERI,811.0,PERI,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
BIO,PGDP,818.0,PGDP,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,percent,pourcentage,,,,,,,,BIO,,,PGDP,,,,,
BIO,PGDP,818.0,PGDP,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,percent,pourcentage,,,,,PCGDAP01,Acceptable proportion of signal returns by acoustic doppler current profiler (ADCP),percent,BIO,,UPCT,PGDP,%,,,http://vocab.nerc.ac.uk/collection/P01/current/PCGDAP01/,PCGDAP01
BIO,PHA_,,,,,,,,,,,,,PHAEZZXX,Concentration of phaeopigments {pheopigments} per unit volume of the water body [particulate >unknown phase],,BIO,,,PHA_,mg/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/PHAEZZXX/,PHAEZZXX
BIO,PHOS,828.0,PHOS,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,PHOSYYDZ,Concentration of phosphate {PO43- CAS 14265-44-2} per unit volume of the water body [dissolved plus reactive particulate phase],Millimoles per cubic metre,BIO,mole_concentration_of_phosphate_in_sea_water,MMCM,PHOS,mmol/m^3,mole_concentration_of_phosphate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF12N502/,http://vocab.nerc.ac.uk/collection/P01/current/PHOSYYDZ/,PHOSYYDZ
BIO,PHPH,832.0,PHPH,BIO,A,Chemistry,Chimie,dimensionless,sans dimension,,,,,PHXXZZXX,pH per unit volume of the water body,,BIO,sea_water_ph_reported_on_total_scale,,PHPH,,sea_water_ph_reported_on_total_scale,http://vocab.nerc.ac.uk/collection/P07/current/CF14N56/,http://vocab.nerc.ac.uk/collection/P01/current/PHXXZZXX/,PHXXZZXX
BIO,PHY,,,,,,,,,,,,,,,,BIO,,,PHY,10^3 cells/ L,,,,
BIO,PIM_,,,,,,,,,,,,,,,,BIO,,,PIM_,g/m^3,,,,
BIO,PLT_,,,,,,,,,,,,,PCTIRRXX,Proportion of sub-surface irradiance (PAR wavelengths) {Percent light depth},precent,BIO,,UPCT,PLT_,%,,,http://vocab.nerc.ac.uk/collection/P01/current/PCTIRRXX/,PCTIRRXX
BIO,POC_,,,,,,,,,,,,,,,,BIO,ocean_mass_content_of_particulate_organic_matter_expressed_as_carbon,,POC_,mmol/ m^3,ocean_mass_content_of_particulate_organic_matter_expressed_as_carbon,http://vocab.nerc.ac.uk/collection/P07/current/OVA1CJTZ/,,
BIO,POM_,,,,,,,,,,,,,,,,BIO,,,POM_,g/m^3,,,,
BIO,PON_,,,,,,,,,,,,,,,,BIO,,,PON_,mmol/ m^3,,,,
BIO,POTM,866.0,POTM,BIO,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,degrees Celsius ,BIO,,UPAA,POTM,degrees Celsius,,,,
BIO,POTT,870.0,POTT,BIO,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,CPATZZ01,Potential temperature of the atmosphere,degrees Celsius,BIO,,UPAA,POTT,degrees Celsius,,,http://vocab.nerc.ac.uk/collection/P01/current/CPATZZ01/,CPATZZ01
BIO,PPR,,,,,,,,,,,,,,,,BIO,net_primary_production_of_biomass_expressed_as_carbon_per_unit_volume_in_sea_water,,PPR,mgC/ m^3/h,net_primary_production_of_biomass_expressed_as_carbon_per_unit_volume_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/B5891AKR/,,
BIO,PPTR,882.0,PPTR,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,BIO,,,PPTR,,,,,
BIO,PRES,886.0,PRES,BIO,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,PRESPR01,Pressure (spatial co-ordinate) exerted by the water body by profiling pressure sensor and corrected to read zero at sea level,decibars,BIO,sea_water_pressure,UPDB,PRES,decibars,sea_water_pressure,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0330/,http://vocab.nerc.ac.uk/collection/P01/current/PRESPR01/,PRESPR01
BIO,PROC,,,,,,,,,,,,,,,,BIO,,,PROC,,,,,
BIO,PRP_,,,,,,,,,,,,,,,,BIO,,,PRP_,,,,,
BIO,PRSN,,,,,,,,,,,,,,,,BIO,,,PRSN,,,,,
BIO,PRSV,,,,,,,,,,,,,,,,BIO,,,PRSV,,,,,
BIO,PRSX,902.0,PRSX,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
BIO,PSAL,907.0,PSAL,BIO,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,PSLTZZ01,Practical salinity of the water body,,BIO,sea_water_practical_salinity,,PSAL,psu,sea_water_practical_salinity,http://vocab.nerc.ac.uk/collection/P07/current/IADIHDIJ/,http://vocab.nerc.ac.uk/collection/P01/current/PSLTZZ01/,PSLTZZ01
BIO,PSAR,911.0,PSAR,BIO,A,Biological Oceanography,Océanographie biologique,micromole per metre square per second,micromole par mètre carré par seconde,,,,,,,,BIO,,,PSAR,micromoles,,,,
BIO,PTCH,917.0,PTCH,BIO,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,degrees,BIO,platform_pitch,UAAA,PTCH,degrees,platform_pitch,http://vocab.nerc.ac.uk/collection/P07/current/UOMSLR0H/,http://vocab.nerc.ac.uk/collection/P01/current/PTCHGP01/,PTCHGP01
BIO,PTCHSDEV,,,,,,,,,,,,,,,,BIO,,,PTCHSDEV,,,,,
BIO,PVAR,927.0,PVAR,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,BIO,,,PVAR,,,,,
BIO,PYPB,932.0,PYPB,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
BIO,QCFF,,,,,,,,,,,,,,,,BIO,,,QCFF,,,,,
BIO,QQQQ,963.0,QQQQ,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,BIO,,,QQQQ,,,,,
BIO,RANG,974.0,RANG,BIO,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,metres,BIO,,ULAA,RANG,metres,,,,
BIO,REFR,991.0,REFR,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,BIO,,,REFR,,,,,
BIO,RELH,993.0,RELH,BIO,A,Meteorology,Météorologie,percent,pourcentage,,,,,CHUMZZ01,Relative humidity of the atmosphere,percent,BIO,relative_humidity,UPCT,RELH,%,relative_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0413/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMZZ01/,CHUMZZ01
BIO,RELP,997.0,RELP,BIO,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,,,decibars,BIO,,UPDB,RELP,decibars,,,,
BIO,ROLL,1009.0,ROLL,BIO,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,degrees,BIO,platform_roll,UAAA,ROLL,degrees,platform_roll,http://vocab.nerc.ac.uk/collection/P07/current/STKKO0AT/,http://vocab.nerc.ac.uk/collection/P01/current/ROLLGP01/,ROLLGP01
BIO,ROLLSDEV,,,,,,,,,,,,,,,,BIO,,,ROLLSDEV,,,,,
BIO,RPOT,,,,,,,,,,,,,RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,,BIO,,,RPOT,mV,,,http://vocab.nerc.ac.uk/collection/P01/current/RPTWBZZ1/,RPTWBZZ1
BIO,SECC,,,,,,,,,,,,,SECCSDNX,Visibility in the water body by Secchi disk,metres,BIO,secchi_depth_of_sea_water,ULAA,SECC,m,secchi_depth_of_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFV13N21/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,SECCSDNX
BIO,SEX_,,,,,,,,,,,,,,,,BIO,,,SEX_,,,,,
BIO,SIGO,1065.0,SIGO,BIO,A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,,,kilograms per cubic metre,BIO,,UKMC,SIGO,kg/ m^3,,,,
BIO,SIGP,1067.0,SIGP,BIO,A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,kilograms per cubic metre,BIO,sea_water_sigma_theta,UKMC,SIGP,kg/ m^3,sea_water_sigma_theta,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0333/,http://vocab.nerc.ac.uk/collection/P01/current/SIGTEQ01/,SIGTEQ01
BIO,SIGT,1069.0,SIGT,BIO,A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,kilograms per cubic metre,BIO,sea_water_sigma_t,UKMC,SIGT,kg/ m^3,sea_water_sigma_t,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0332/,http://vocab.nerc.ac.uk/collection/P01/current/SIGTEQST/,SIGTEQST
BIO,SLCA,1075.0,SLCA,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],millimole per cubic metre,BIO,mole_concentration_of_silicate_in_sea_water,MMCM,SLCA,mmol/m^3,mole_concentration_of_silicate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0810/,http://vocab.nerc.ac.uk/collection/P01/current/SLCAZZXX/,SLCAZZXX
BIO,SNCN,1082.0,SNCN,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,BIO,,,SNCN,,,,,
BIO,SPAR,,,,,,,,,,,,,,,,BIO,,,SPAR,ueinsteins/s/m^2,,,,
BIO,SPARSDEV,,,,,,,,,,,,,,,,BIO,,,SPARSDEV,ueinsteins/s/m^2,,,,
BIO,SPEH,1097.0,SPEH,BIO,A,Meteorology,Météorologie,gram per kilogram,gramme par kilogramme,,,,,CHUMSS01,Specific humidity of the atmosphere,grams per kilogram,BIO,specific_humidity,UGKG,SPEH,g/kg,specific_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0313/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMSS01/,CHUMSS01
BIO,SPFR,,,,,,,,,,,,,,,,BIO,,,SPFR,,,,,
BIO,SPVA,1101.0,SPVA,BIO,A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,,,,BIO,,,SPVA,m^3 / kg,,,,
BIO,SPVO,1103.0,SPVO,BIO,A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,,,,BIO,sea_water_volume,,SPVO,m^3/ kg,sea_water_volume,http://vocab.nerc.ac.uk/collection/P07/current/CF12N585/,,
BIO,SSAL,1107.0,SSAL,BIO,A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,ODSDM021,Salinity of the water body,grams per kilogram,BIO,sea_water_salinity,UGKG,SSAL,g/kg,sea_water_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0331/,http://vocab.nerc.ac.uk/collection/P01/current/ODSDM021/,ODSDM021
BIO,STOR,,,,,,,,,,,,,,,,BIO,,,STOR,,,,,
BIO,STRA,1131.0,STRA,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,,,pascals,BIO,,PASX,STRA,Pa,,,,
BIO,STRD,1133.0,STRD,BIO,A,Position and navigation,Position et navigation,degree(angle) True,degré(angle) vrai,,,,,,,degrees,BIO,,UAAA,STRD,degrees,,,,
BIO,STRU,1135.0,STRU,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,NWSTRRXX,Northward wind stress on the water body,pascals,BIO,,PASX,STRU,Pa,,,http://vocab.nerc.ac.uk/collection/P01/current/NWSTRRXX/,NWSTRRXX
BIO,STRV,1137.0,STRV,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,EWSTRRXX,Eastward wind stress on the water body,pascals,BIO,,PASX,STRV,Pa,,,http://vocab.nerc.ac.uk/collection/P01/current/EWSTRRXX/,EWSTRRXX
BIO,SVEL,1143.0,SVEL,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,SVELXXXX,Sound velocity in the water body,metres per second,BIO,speed_of_sound_in_sea_water,UVAA,SVEL,m/s,speed_of_sound_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0316/,http://vocab.nerc.ac.uk/collection/P01/current/SVELXXXX/,SVELXXXX
BIO,SYTM,1158.0,SYTM,BIO,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,BIO,time,,SYTM,,time,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0115/,,
BIO,TAXN,,,,,,,,,,,,,,,,BIO,,,TAXN,,,,,
BIO,TE90,1190.0,TE90,BIO,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,TEMPP901,Temperature (ITS-90) of the water body,degrees celsius,BIO,,UPAA,TE90,degrees c,,,http://vocab.nerc.ac.uk/collection/P01/current/TEMPP901/,TEMPP901
BIO,TEMP,1195.0,TEMP,BIO,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,TEMPPR01,Temperature of the water body,degrees celsius,BIO,,UPAA,TEMP,degrees c,,,http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/,TEMPPR01
BIO,TEXT,1202.0,TEXT,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,BIO,,,TEXT,,,,,
BIO,TIILTSDEV,,,,,,,,,,,,,,,,BIO,,,TIILTSDEV,,,,,
BIO,TILT,1213.0,TILT,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,degree(angle),degré(angle),,,,,ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,degrees,BIO,,UAAA,TILT,degrees,,,http://vocab.nerc.ac.uk/collection/P01/current/ZNTHSS01/,ZNTHSS01
BIO,TLENBSEQ,,,,,,,,,,,,,,,,BIO,,,TLENBSEQ,,,,,
BIO,TLENCNTP,,,,,,,,,,,,,,,,BIO,,,TLENCNTP,,,,,
BIO,TLENCOLL,,,,,,,,,,,,,,,,BIO,,,TLENCOLL,,,,,
BIO,TLENLBIN,,,,,,,,,,,,,,,,BIO,,,TLENLBIN,,,,,
BIO,TLENQQQQ,,,,,,,,,,,,,,,,BIO,,,TLENQQQQ,,,,,
BIO,TLENTLEN,,,,,,,,,,,,,,,,BIO,,,TLENTLEN,,,,,
BIO,TLENUBIN,,,,,,,,,,,,,,,,BIO,,,TLENUBIN,,,,,
BIO,TOFF,1225.0,TOFF,BIO,A,Date and time within day,Date et temps dans une journée,second,seconde,,,,,,,seconds,BIO,,UTBB,TOFF,s,,,,
BIO,TOTP,1226.0,TOTP,BIO,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,decibars,BIO,sea_water_pressure,UPDB,TOTP,decibars,sea_water_pressure,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0330/,http://vocab.nerc.ac.uk/collection/P01/current/PPSCZZ01/,PPSCZZ01
BIO,TPHS,1229.0,TPHS,BIO,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} per unit volume of the water body [dissolved plus reactive particulate phase],millimoles per cubic metre,BIO,,MMCM,TPHS,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/TPHSZZXX/,TPHSZZXX
BIO,TRAN,1233.0,TRAN,BIO,A,Biological Oceanography,Océanographie biologique,percent per metre,pourcentage par mètre,,,,,,,percent,BIO,,UPCT,TRAN,%,,,,
BIO,TRPH,,,,,,,,,,,,,,,,BIO,,,TRPH,,,,,
BIO,TSM_,,,,,,,,,,,,,,,,BIO,,,TSM_,,,,,
BIO,TSN_,,,,,,,,,,,,,,,,BIO,,,TSN_,,,,,
BIO,TURB,1248.0,TURB,BIO,A,Physical Oceanography,Océanographie physique,Formazine Turbidity Unit ,Unité de Turbidité Formazine,,,,,TURBXXXX,Turbidity of water in the water body,,BIO,sea_water_turbidity,,TURB,FTU,sea_water_turbidity,http://vocab.nerc.ac.uk/collection/P07/current/7B3X6L2J/,http://vocab.nerc.ac.uk/collection/P01/current/TURBXXXX/,TURBXXXX
BIO,UNKN,1275.0,UNKN,BIO,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,BIO,,,UNKN,,,,,
BIO,URE_,,,,,,,,,,,,,UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],,BIO,,,URE_,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/UREAZZZZ/,UREAZZZZ
BIO,VAIS,1283.0,VAIS,BIO,A,Physical Oceanography,Océanographie physique,hertz,hertz,,,,,BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,hertz,BIO,brunt_vaisala_frequency_in_sea_water,UTHZ,VAIS,hertz,,,http://vocab.nerc.ac.uk/collection/P01/current/BVFSTP01/,BVFSTP01
BIO,VCSP,1299.0,VCSP,BIO,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,LRZAZZZZ,Upward current velocity in the water body,metres per second,BIO,upward_sea_water_velocity,UVAA,VCSP,m/s,upward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0080/,http://vocab.nerc.ac.uk/collection/P01/current/LRZAZZZZ/,LRZAZZZZ
BIO,VILX,1320.0,VILX,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
BIO,VMET,,,,,,,,,,,,,,,,BIO,,,VMET,,,,,
BIO,VOLT,,,,,,,,,,,,,,,volts,BIO,,UVLT,VOLT,volts,,,,
BIO,WDIR,1415.0,WDIR,BIO,A,Meteorology,Météorologie,degree(angle),degré(angle),,,,True,,,degrees,BIO,wind_to_direction,UAAA,WDIR,degrees,wind_to_direction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0041/,,
BIO,WETT,1421.0,WETT,BIO,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,CWETZZ01,Wet bulb temperature of the atmosphere,degrees Celsius,BIO,,UPAA,WETT,degrees c,,,http://vocab.nerc.ac.uk/collection/P01/current/CWETZZ01/,CWETZZ01
BIO,WSPD,1440.0,WSPD,BIO,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,EWSBZZ01,Speed of wind {wind speed} in the atmosphere,metres per second,BIO,wind_speed,UVAA,WSPD,m/s,wind_speed,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0038/,http://vocab.nerc.ac.uk/collection/P01/current/EWSBZZ01/,EWSBZZ01
BIO,WSPE,1444.0,WSPE,BIO,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,True,ESEWZZXX,Eastward velocity of wind in the atmosphere,metres per second,BIO,eastward_wind,UVAA,WSPE,m/s,eastward_wind,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0653/,http://vocab.nerc.ac.uk/collection/P01/current/ESEWZZXX/,ESEWZZXX
BIO,WSPN,1447.0,WSPN,BIO,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,True,ESNSZZXX,Northward velocity of wind in the atmosphere,metres per second,BIO,northward_wind,UVAA,WSPN,m/s,northward_wind,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0461/,http://vocab.nerc.ac.uk/collection/P01/current/ESNSZZXX/,ESNSZZXX
BIO,WTWT,,,,,,,,,,,,,,,,BIO,,,WTWT,,,,,
BIO,WVER,1454.0,WVER,BIO,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,EWSWZZ01,Upward air velocity in the atmosphere,metres per second,BIO,upward_air_velocity,UVAA,WVER,m/s,upward_air_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0109/,http://vocab.nerc.ac.uk/collection/P01/current/EWSWZZ01/,EWSWZZ01
